price_deviation_ratio,seller_account_age_days,has_missing_details,num_previous_listings,is_fraudulent
0.0,289,0,4,0
0.0,242,0,2,0
0.0,280,0,8,0
0.8946417649830514,10,1,0,1
0.0,66,0,3,0
0.0,232,0,7,0
0.0,174,0,8,0
0.0,148,0,7,0
0.0,310,0,5,0
0.0,81,0,3,0
0.0,169,1,4,0
0.0,109,0,4,0
0.0,688,0,2,0
0.0,33,0,5,0
0.0,378,0,4,0
0.0,581,0,2,0
0.0,23,0,1,0
0.7656642567626968,15,1,0,1
0.0,170,0,2,0
0.7220428690203149,12,0,0,1
0.0,14,0,5,0
0.0,488,0,3,0
0.0,14,1,1,1
0.9674621432690099,14,0,1,1
0.0,175,1,3,0
0.0,42,0,2,0
0.0,600,0,7,1
0.0,44,0,3,0
0.0,237,0,5,0
0.0,27,1,1,0
0.0,26,1,0,1
0.0,178,1,8,0
0.0,73,0,5,0
0.0,89,0,4,0
0.8945896095224205,3,1,0,1
0.0,55,0,5,0
0.0,33,0,1,0
0.0,43,0,6,0
0.0,564,1,3,0
0.0,64,0,6,0
0.0,49,0,3,0
0.0,296,0,2,0
0.0,522,0,3,0
0.0,325,0,1,0
1.1148890521435122,14,1,1,0
0.0,202,0,2,0
0.0,29,0,6,0
0.818802507321069,20,0,1,1
0.0,112,0,6,0
1.2796284870909924,8,0,0,1
0.0,10,0,11,1
0.0,31,0,3,0
0.0,34,1,0,0
0.0,86,0,4,0
0.0,153,0,5,0
0.0,5,0,0,1
0.0,53,0,6,0
0.0,52,0,2,0
1.166973387800964,16,0,0,1
0.0,59,0,2,0
0.0,192,0,3,0
0.0,128,0,5,0
0.0,120,0,7,0
0.0,78,0,3,0
0.0,21,0,1,0
0.0,158,0,3,0
0.0,186,0,1,0
0.0,79,0,2,0
0.0,13,0,4,0
0.0,161,0,4,0
0.9510528852570314,29,1,0,1
0.0,221,0,3,0
0.0,107,0,12,0
0.0,128,0,7,0
0.0,130,0,4,0
0.0,55,0,4,0
0.0,1093,1,1,0
0.0,167,0,7,0
0.0,86,0,4,0
0.0,74,1,5,0
0.0,305,0,1,0
0.0,97,0,2,0
0.635791102073745,3,0,1,1
0.0,278,0,6,0
0.0,15,0,7,0
0.0,49,0,4,0
0.0,87,1,5,0
0.5444272188962156,3,1,1,1
0.0,129,0,4,0
0.0,221,0,6,0
0.0,223,0,8,0
0.0,237,0,5,0
0.0,196,0,5,0
0.0,179,0,1,0
0.0,87,0,2,0
0.0,566,0,4,0
0.0,125,0,2,0
0.0,174,0,2,0
0.8921809893158593,49,1,0,1
0.3862018436803301,3,1,3,1
0.0,14,1,4,0
0.5209670605790192,19,1,0,1
0.0,522,1,4,0
0.6778541739330046,17,0,2,1
0.0,92,0,3,0
0.0,156,0,3,0
0.0,143,0,7,0
0.0,38,0,4,0
0.0,51,0,1,0
0.0,208,0,5,0
0.0,46,0,3,0
1.3862313074561556,16,0,0,1
1.1544012321984625,5,0,0,1
0.0,209,0,6,0
0.0,36,0,7,0
0.0,117,0,2,0
0.0,21,0,4,0
0.0,44,0,4,0
0.0,116,0,9,0
0.0,114,0,3,0
0.0,830,0,3,0
0.5460607182278199,13,1,1,1
0.0,70,0,3,0
0.0,51,0,2,0
1.347300310125466,16,1,0,1
1.1787821066013775,33,1,0,1
0.0,147,0,6,0
0.0,89,0,3,0
0.0,1003,0,7,0
0.0,250,0,1,0
0.0,14,0,3,0
0.0,42,1,1,0
0.0,627,0,6,0
1.4279791124459915,29,1,1,1
1.4217085812549355,22,0,0,1
0.0,29,0,5,0
0.0,203,1,0,0
0.0,38,0,8,0
0.0,384,0,5,0
0.0,25,0,3,0
0.0,288,0,3,0
0.0,193,0,4,0
0.0,120,0,3,0
0.0,12,0,5,0
0.0,67,0,2,0
0.0,157,0,3,0
0.0,85,0,6,0
0.0,325,0,3,0
0.0,525,0,3,0
0.0,181,0,3,0
0.0,93,0,2,0
0.0,166,0,6,0
0.9403439207278408,5,0,1,1
0.8926916917852792,9,0,0,1
0.0,45,0,4,0
0.4371156099041524,2,1,0,1
0.0,93,0,7,0
0.0,98,1,4,0
0.7266228223622953,12,0,0,1
0.0,246,1,5,1
0.0,137,0,3,0
0.0,402,0,4,0
0.0,165,0,8,0
1.4736512884867647,16,1,0,1
0.0,17,0,0,1
1.46790718811718,5,1,1,1
0.0,240,0,5,0
0.5341718029631841,8,1,0,1
0.0,25,0,3,0
0.0,71,0,6,0
0.0,619,0,5,1
0.0,175,0,2,0
0.0,58,0,1,1
0.0,225,0,6,0
0.0,131,0,6,0
0.4037368959225666,0,1,1,1
0.0,57,0,4,1
0.0,322,0,5,0
0.0,51,1,2,0
0.0,25,1,4,0
0.0,1207,0,4,0
0.8260885086361781,11,0,0,1
0.0,145,1,1,0
0.0,144,0,8,0
0.6290757868684456,7,1,0,1
0.0,68,0,1,0
0.0,5,1,0,1
0.0,21,0,6,1
0.7967848515064482,21,0,0,1
0.0,81,0,1,0
0.0,194,0,3,0
0.0,153,0,2,0
0.0,30,0,5,0
0.0,276,0,5,0
0.0,21,0,4,0
0.0,101,0,4,0
0.0,11,1,2,1
0.0,48,0,8,0
0.0,381,0,4,0
0.0,55,0,4,0
0.0,626,0,7,0
0.0,120,0,3,0
0.0,13,0,1,0
0.0,47,0,5,0
0.4927473297714448,13,1,1,1
0.0,256,0,3,0
0.0,199,0,2,0
0.0,500,0,4,0
0.0,379,0,8,0
0.0,26,0,5,0
0.0,90,0,5,1
0.0,44,0,3,0
0.0,53,0,4,0
0.0,90,0,2,0
0.0,87,0,3,0
0.0,30,0,8,0
0.0,106,0,4,0
0.0,60,0,3,0
0.0,97,0,2,0
0.0,124,0,3,0
0.0,517,0,7,0
0.0,21,1,0,0
0.0,308,0,5,0
0.0,631,0,2,0
0.0,377,0,2,0
0.0,16,0,5,0
0.0,224,0,3,0
0.0,32,0,1,0
0.0,528,0,2,0
0.9730338875236647,2,1,0,1
0.0,101,0,6,0
0.4664491237905709,6,1,0,1
0.0,63,0,3,0
0.0,4,1,0,1
0.0,981,0,1,0
1.4476079280881018,3,0,1,1
0.0,199,0,5,0
0.0,677,0,7,0
0.0,558,0,0,0
0.0,105,0,4,0
0.0,174,0,3,0
0.0,1203,0,4,0
0.0,209,0,2,0
0.0,36,0,9,0
0.0,2,1,3,1
0.0,90,0,1,0
0.0,75,0,5,0
0.0,260,0,5,0
0.0,19,0,2,0
0.0,68,0,4,0
0.0,452,0,4,0
0.0,730,0,6,0
0.0,124,0,8,0
0.0,98,0,3,0
0.0,31,0,3,1
0.0,28,0,2,0
1.49863588847002,0,1,0,1
0.0,5,1,1,1
1.332515579218181,6,0,0,1
0.0,196,0,4,0
0.0,105,0,3,0
0.0,242,0,5,1
0.0,532,0,5,0
0.0,347,0,6,0
0.0,90,0,3,1
0.0,69,0,3,0
0.0,140,0,5,0
0.0,587,0,6,0
0.0,119,0,4,0
0.0,81,1,3,0
1.052551170374548,1,1,1,1
0.0,118,0,0,0
0.0,37,0,3,0
0.0,338,1,6,0
0.0,58,0,4,0
0.0,359,0,0,0
0.0,254,0,9,0
0.0,348,0,3,0
0.0,196,0,4,0
0.0,26,0,1,0
0.0,148,0,3,1
0.0,118,0,2,0
0.0,276,0,5,0
0.0,50,0,2,1
0.0,335,0,1,0
0.0,20,0,4,0
0.39602331063193197,14,0,1,1
0.0,42,0,5,0
0.0,40,0,9,0
1.2263065631215673,30,1,1,1
0.0,353,0,4,0
0.0,557,0,4,0
0.0,137,0,3,0
0.0,35,0,4,0
0.0,107,0,5,0
0.0,16,0,3,0
0.0,15,0,5,0
0.0,130,0,3,0
0.5681983452889281,15,0,0,1
0.0,291,1,4,0
0.0,142,1,2,0
0.0,415,0,3,0
0.0,61,0,4,0
0.5031603384233412,42,0,1,1
0.0,71,0,6,0
0.0,85,1,5,0
0.0,124,1,2,0
1.1332596165042614,2,0,0,1
0.0,18,0,5,0
1.292871194682611,5,0,0,1
0.0,112,0,10,0
0.8984014001146333,6,0,2,1
0.0,65,1,6,0
0.0,23,0,4,0
0.0,683,0,3,0
0.0,69,0,2,0
0.0,1,1,0,1
0.0,11,1,0,1
0.5714350799454346,33,1,1,1
0.0,158,0,3,0
0.0,106,0,4,0
0.0,550,0,3,0
0.0,335,0,5,0
0.0,13,1,0,1
0.0,275,0,2,0
0.0,31,0,4,0
0.0,144,0,1,0
0.0,568,0,6,1
0.0,10,0,7,0
0.0,16,1,0,1
0.0,92,0,2,0
0.0,2,0,1,1
0.0,20,0,5,0
0.0,362,0,1,0
0.0,154,0,3,0
0.0,223,0,2,0
0.0,153,0,4,0
0.0,91,0,1,0
0.0,380,0,4,0
0.0,549,0,3,0
0.0,344,1,2,0
0.0,31,1,4,0
0.0,61,0,9,0
0.6346331498858425,38,1,0,0
0.0,92,0,6,0
1.1477876623208256,3,1,1,1
0.0,418,0,6,0
0.0,437,0,8,0
0.0,111,0,5,0
1.3430493729965942,6,1,0,1
0.0,34,0,3,0
0.0,323,0,5,0
0.0,235,0,4,0
0.0,89,1,4,0
0.0,557,0,4,0
0.0,287,0,2,0
0.46375395625661864,22,1,0,1
0.0,565,0,7,0
0.0,271,0,5,0
0.0,37,0,5,1
0.0,377,0,2,0
0.0,250,0,7,0
0.0,191,0,1,0
1.0036616955605995,14,1,0,1
0.0,551,1,4,0
0.0,90,0,4,0
0.0,114,1,2,0
0.8384240623101549,4,1,0,1
0.0,16,1,0,1
0.0,645,0,3,0
0.0,69,0,3,1
0.0,181,0,8,0
0.0,444,0,3,1
0.0,56,0,6,0
0.0,36,0,2,0
0.0,11,0,2,0
0.0,85,0,3,0
0.0,129,0,3,0
0.0,106,0,3,0
1.0538772093325561,3,1,0,1
0.0,654,0,7,0
0.0,43,0,5,0
0.0,88,0,2,0
0.0,439,0,6,0
0.0,73,0,3,0
0.0,444,0,3,0
0.0,180,0,7,0
0.0,15,0,6,0
0.0,853,0,2,0
0.0,110,0,2,0
0.0,46,1,4,0
0.0,47,0,6,0
0.0,141,0,5,0
0.0,547,0,6,0
0.0,43,0,7,0
0.0,169,0,3,0
0.0,465,0,2,0
0.0,189,0,4,1
0.0,712,0,4,0
0.0,406,0,3,0
0.0,152,0,2,0
0.0,172,1,6,0
0.0,276,0,2,0
0.0,199,0,4,0
1.411539985285887,1,0,1,1
0.8731823852486987,3,0,2,1
0.0,290,0,7,0
0.6126208862310389,5,1,1,1
0.0,119,0,3,0
0.0,160,0,7,0
0.0,50,0,4,0
0.0,189,0,6,0
0.0,242,0,7,1
0.6091829896173298,22,1,2,1
0.0,403,0,5,0
0.0,93,0,3,0
0.0,334,0,3,0
0.0,10,0,2,0
0.0,184,0,2,0
0.0,15,1,0,1
0.0,202,0,4,1
0.0,75,0,7,0
0.0,47,0,5,0
0.0,123,0,6,0
0.0,15,0,2,0
0.0,746,0,7,0
0.0,165,1,7,0
0.0,123,0,3,1
0.0,201,1,9,0
0.0,1,1,0,1
0.0,588,0,3,0
0.0,591,0,0,0
0.0,271,0,3,0
0.0,60,0,6,0
0.0,137,0,0,0
0.0,244,1,5,0
0.0,701,0,2,0
0.0,30,1,4,1
0.0,148,0,7,0
1.2441070465874853,16,1,0,1
0.0,46,0,5,0
0.0,205,0,4,0
0.0,30,0,1,1
0.0,333,0,3,0
0.0,117,0,5,0
0.0,166,0,2,0
0.0,73,0,5,0
0.0,730,0,4,0
0.0,86,0,6,0
0.9441940814425767,7,1,0,1
0.0,668,0,4,0
0.0,197,0,1,0
0.0,179,0,5,0
0.0,130,0,2,0
0.0,14,0,1,1
0.0,21,1,2,1
0.0,184,1,6,0
0.0,62,0,2,0
0.0,345,0,7,0
0.0,165,0,5,0
0.0,135,0,4,0
0.0,56,0,2,0
0.555349910449813,4,0,0,1
0.0,75,0,5,0
0.0,288,0,1,0
0.0,23,0,4,0
0.0,225,0,7,0
0.0,618,0,1,0
0.0,154,0,4,0
0.0,26,0,4,0
0.0,302,0,2,0
0.0,312,0,4,0
0.0,461,0,3,0
0.0,290,0,2,0
0.0,12,0,4,0
0.0,563,0,8,0
0.0,173,0,4,0
0.0,4,1,1,0
0.0,312,0,1,0
0.0,462,1,5,0
0.0,132,0,2,0
0.0,11,0,5,0
0.0,39,0,6,0
0.0,39,0,4,0
0.0,23,0,0,1
0.0,433,0,1,0
0.0,91,0,3,0
0.0,111,0,4,0
0.0,59,1,6,0
0.44145056490835205,9,0,0,1
0.0,162,0,3,0
0.0,65,0,7,0
0.0,523,0,1,0
0.0,117,0,1,0
0.0,451,1,1,0
0.0,44,0,4,0
0.0,192,0,4,0
0.0,169,0,3,0
0.0,444,0,2,0
0.0,18,0,7,0
0.0,234,0,4,0
0.0,247,0,4,0
0.9086236716581253,0,1,1,1
0.0,49,0,4,0
0.0,322,0,0,0
0.0,14,1,2,0
0.0,194,0,1,0
0.0,136,0,5,0
0.0,418,1,7,0
0.0,334,0,6,0
0.0,115,0,3,0
0.0,279,0,1,0
0.0,136,0,4,0
0.0,13,0,1,1
0.0,2,1,0,1
0.0,83,0,4,0
0.0,44,1,11,0
0.0,296,0,3,0
0.0,221,0,3,0
0.0,62,0,5,0
0.0,168,0,4,0
0.0,231,0,4,0
0.4002010985111135,4,1,0,1
0.0,29,0,10,0
0.0,72,0,3,0
0.0,126,0,4,0
0.0,37,0,2,0
0.8552546023137891,1,1,0,1
0.0,184,1,4,0
0.33135253940685666,6,0,0,1
1.435865865621905,6,1,1,1
0.0,237,0,5,0
0.0,349,0,4,0
0.0,13,0,4,0
0.0,213,0,5,0
0.0,98,0,7,0
0.0,67,0,5,0
0.7958796095106888,6,0,1,1
0.0,218,0,3,0
0.0,45,0,7,0
0.0,114,0,5,0
1.4392356603467822,16,1,0,1
0.0,81,0,3,0
0.0,235,0,1,0
0.4660685143796006,40,0,1,1
0.0,558,0,6,0
0.0,96,0,6,1
0.0,96,0,4,0
0.0,13,0,3,0
0.0,75,0,4,0
0.0,25,0,5,0
0.0,155,0,5,0
0.0,52,0,4,0
0.0,426,0,2,0
0.0,250,0,5,0
0.0,310,0,4,0
0.0,350,0,6,0
0.0,190,0,6,0
1.2081027133540572,34,0,0,1
0.0,294,0,6,0
0.0,314,1,7,0
0.0,12,0,7,0
0.0,79,1,5,0
0.0,31,0,9,0
0.0,474,0,1,0
0.0,5,0,0,1
0.0,624,0,4,0
0.0,65,0,3,0
0.0,50,0,5,0
0.0,20,0,3,0
0.0,111,0,6,0
0.0,68,0,3,0
0.0,36,0,9,0
1.349492793411938,39,1,1,1
0.0,280,0,7,0
1.0008816538718444,8,1,0,1
0.0,121,0,2,0
1.2273938838350213,16,0,0,1
0.0,186,0,4,0
0.0,229,1,4,0
0.0,54,0,1,0
0.0,194,0,1,1
0.0,155,0,1,0
0.0,340,0,5,0
0.0,66,0,4,0
0.0,47,0,4,0
0.0,80,0,6,0
0.0,112,0,2,0
0.0,831,0,2,0
0.0,56,0,3,0
0.0,15,0,1,1
0.0,160,1,8,0
0.0,128,0,6,0
0.0,149,0,8,0
0.0,78,0,2,0
0.0,211,0,2,0
0.0,359,0,5,0
0.0,32,0,8,0
0.0,315,0,2,0
0.0,335,0,12,0
0.0,107,0,3,0
0.0,359,1,4,0
0.0,169,0,6,0
0.0,154,0,2,0
0.0,13,0,2,0
0.0,22,0,1,0
0.0,238,0,2,0
0.0,300,0,3,1
0.0,184,0,2,1
0.0,206,0,4,0
0.0,201,0,6,0
0.0,63,0,4,0
0.0,0,1,1,1
0.0,220,0,2,0
0.0,415,0,4,0
0.0,306,0,3,0
0.0,688,0,1,0
0.0,23,1,0,1
0.0,131,0,2,0
0.7385169202798958,23,0,1,1
0.0,21,1,0,1
0.0,393,1,7,0
1.4913960778884356,25,1,1,1
0.0,103,0,7,0
0.0,113,0,2,0
0.0,39,0,6,0
0.0,9,1,0,0
0.7164824000954148,10,1,1,1
0.0,449,1,3,1
0.6195601412694532,19,1,0,1
0.0,111,0,5,0
0.0,154,0,5,0
0.0,216,0,9,0
0.0,53,0,2,0
0.0,251,0,4,0
0.7413037207137293,3,1,0,1
1.3973113867591613,3,1,0,1
0.0,469,0,3,0
1.1125184628297802,0,1,2,1
0.0,247,1,9,0
0.0,18,0,3,0
0.0,14,0,5,0
0.0,114,0,5,1
0.0,722,0,4,0
0.0,312,0,2,0
0.0,115,0,7,0
0.0,178,0,3,0
0.0,286,0,4,0
0.0,83,0,5,0
0.0,33,0,3,0
0.0,255,1,4,0
0.0,66,0,4,0
0.0,195,1,4,0
0.36165629891121287,21,0,0,1
0.0,451,0,3,0
0.0,75,0,3,0
0.0,242,0,4,1
0.9153163568764532,2,1,1,0
0.0,7,0,0,1
0.0,93,0,7,0
1.3138197886050234,31,1,1,1
0.0,360,0,6,0
0.7275877994580919,12,0,1,0
1.471021240698137,1,1,0,1
0.0,45,0,5,0
0.0,340,0,5,0
0.0,107,0,5,0
0.0,207,0,1,0
0.0,89,0,3,0
1.470019593449782,9,0,0,1
0.0,605,0,8,0
0.0,184,0,5,0
0.0,94,0,5,0
0.0,13,0,3,0
0.0,63,0,6,0
0.0,214,0,4,0
0.0,23,0,1,0
0.0,104,0,3,0
0.0,447,0,3,0
0.0,60,1,2,0
0.0,28,0,3,0
0.0,270,0,4,0
0.0,525,0,7,0
0.0,276,0,6,0
0.0,789,0,3,0
0.0,28,0,2,0
0.0,90,0,7,0
0.0,84,0,2,0
0.0,28,1,2,1
1.1406551382266372,12,1,0,1
0.0,23,1,3,0
0.0,21,1,0,1
0.0,18,0,3,1
0.0,282,0,3,0
0.0,42,1,6,0
0.0,136,0,2,0
0.0,214,0,9,0
0.0,14,0,3,0
0.0,92,0,5,0
0.0,14,1,0,1
0.0,5,0,0,1
0.0,31,0,3,0
0.0,12,0,2,0
0.0,195,0,2,0
0.0,149,1,2,0
0.0,60,1,0,1
0.0,8,1,1,1
0.0,14,0,5,0
0.0,370,0,1,0
0.48995870074790643,1,1,1,1
0.0,379,1,3,0
0.0,31,0,3,0
0.0,242,0,3,0
0.0,37,0,2,0
0.0,386,0,5,0
1.2452321371994355,5,0,0,1
0.0,86,0,4,0
0.0,78,0,2,0
0.0,309,0,4,0
0.0,210,0,1,0
0.9586415232717742,0,0,1,1
0.0,157,0,3,1
0.0,67,0,3,1
0.0,45,0,2,0
0.0,32,0,6,0
0.0,111,0,4,0
0.0,78,0,5,0
0.0,261,0,3,0
0.0,32,0,6,0
0.0,558,0,1,0
0.0,69,0,4,0
0.0,149,0,0,0
0.0,279,0,4,0
0.0,540,0,4,0
0.0,88,0,6,0
0.47994833919409,11,0,1,1
0.0,615,0,7,0
0.0,223,1,5,0
0.0,42,0,0,0
1.3554330716577372,3,1,1,1
0.0,161,1,0,0
0.0,179,0,0,0
0.0,92,0,1,0
1.2486924542335327,1,0,0,1
0.0,27,0,5,0
0.0,214,1,5,0
0.0,218,0,3,0
0.0,697,1,8,0
0.0,56,1,1,0
0.0,680,1,4,0
0.0,323,1,2,0
0.0,26,0,3,0
0.0,492,0,2,0
0.0,507,0,8,0
0.0,99,0,6,0
0.0,19,0,5,0
0.0,30,0,3,0
0.0,91,0,6,0
0.0,16,0,9,0
0.30363238785088986,5,1,0,1
0.0,223,1,6,0
0.0,92,0,5,0
0.0,314,0,7,0
0.897653001181461,45,1,0,1
0.0,89,0,2,0
0.0,365,0,3,0
0.0,9,0,0,1
0.0,544,0,3,0
0.0,349,0,1,0
0.0,439,0,1,0
0.0,71,0,4,0
0.0,255,0,6,0
0.0,236,1,2,0
0.0,586,0,4,0
0.0,13,0,3,0
0.0,198,0,3,0
0.0,226,1,4,0
0.0,57,0,8,0
0.0,557,0,2,0
0.0,74,0,2,0
0.0,178,0,1,0
0.0,119,0,3,0
1.1278923869606805,26,1,2,1
0.0,538,0,6,0
0.0,27,0,5,0
0.0,85,0,7,0
0.0,160,0,5,0
0.0,411,0,4,0
0.0,48,1,0,1
0.0,278,0,3,0
0.0,494,0,6,0
0.0,150,0,6,0
0.0,307,0,5,0
0.0,90,0,5,0
0.0,129,0,1,0
0.0,431,0,5,0
0.0,739,0,8,0
0.863760079583116,9,0,2,1
0.0,117,0,6,0
0.0,140,1,3,0
0.0,541,0,3,0
0.0,297,0,5,0
0.8961808760956959,32,1,0,1
0.0,24,0,7,0
0.0,210,0,3,0
0.0,116,0,5,0
0.0,335,0,1,0
0.0,198,0,5,0
0.0,21,0,3,0
0.0,169,0,3,0
0.0,55,0,5,0
1.1213160496738723,6,1,0,1
0.0,16,1,1,1
0.0,283,0,6,0
0.0,173,0,3,0
1.467775015190487,13,1,1,1
0.0,199,0,6,0
0.0,27,0,6,0
0.0,97,0,2,0
0.0,118,0,8,1
0.0,141,0,5,0
0.0,138,0,11,0
0.0,626,0,8,0
0.0,69,0,8,0
0.0,99,0,2,0
0.0,396,0,5,0
0.0,190,1,6,0
0.0,330,0,4,0
0.0,264,0,2,0
0.0,348,0,9,0
0.0,357,0,3,0
0.0,105,0,3,0
0.637214981081664,4,1,1,1
0.0,22,0,3,0
0.0,2,1,1,1
0.0,252,0,4,0
0.0,35,0,5,0
0.0,159,0,3,0
0.0,19,0,5,0
0.0,134,0,7,0
0.0,111,1,2,0
0.0,28,0,3,0
0.0,138,0,5,0
0.0,11,0,8,0
0.0,33,0,4,0
0.0,226,0,0,0
0.0,387,0,2,0
0.0,106,0,3,0
0.0,167,0,3,0
0.0,226,0,4,0
0.0,56,0,3,0
0.0,225,0,5,0
0.0,54,0,5,1
0.0,196,1,3,0
0.0,78,0,2,0
0.0,97,0,6,0
0.0,178,0,10,0
0.9730551844324272,4,1,0,1
0.5972729228849887,8,1,0,1
0.0,145,1,6,0
0.0,140,0,3,0
0.0,18,0,3,0
0.0,126,0,2,0
0.0,30,0,4,0
0.0,28,1,5,0
0.0,94,0,3,0
1.3453123457225804,22,0,1,1
0.4982771288857509,4,0,0,1
0.0,270,0,6,0
0.0,47,0,1,0
0.0,33,0,1,0
0.0,70,0,4,0
0.0,32,0,6,1
0.0,51,0,0,0
0.0,143,0,6,1
0.0,15,0,7,0
0.0,129,0,1,0
0.0,287,1,6,0
0.0,10,0,4,0
0.0,187,0,2,0
0.0,213,1,4,0
0.0,88,0,4,0
1.1349844539876266,76,1,0,1
0.0,253,0,7,0
0.0,79,0,8,0
0.0,206,0,6,0
0.0,103,0,4,1
0.0,40,0,3,0
0.0,35,0,4,0
0.0,1221,0,4,0
0.0,888,0,2,0
0.0,301,0,3,0
0.7196166094577326,7,0,0,0
0.0,91,0,5,0
0.0,121,0,7,0
0.0,26,1,0,1
0.0,1100,0,4,0
1.3151896997883812,18,1,2,1
0.0,17,0,3,0
0.0,176,0,5,0
0.0,44,1,5,0
0.0,59,0,6,1
0.0,23,0,5,0
0.0,113,0,2,0
0.0,50,0,0,0
0.0,76,0,1,0
0.0,136,1,4,0
0.0,47,0,5,0
0.0,276,0,6,0
0.0,237,0,4,0
0.0,218,0,3,0
0.0,66,0,6,0
0.0,131,0,4,0
1.3708992146102499,8,1,0,1
0.0,394,0,6,0
0.0,173,1,3,0
0.0,781,0,4,0
0.0,19,0,2,0
0.0,311,0,3,0
0.0,72,0,11,0
0.0,180,0,7,0
0.0,179,0,3,0
0.0,56,0,3,0
0.0,110,0,3,0
0.0,129,0,4,0
0.0,113,1,4,1
0.0,28,0,6,0
0.0,143,0,3,0
0.0,53,0,3,0
0.0,23,0,4,0
0.0,114,0,3,0
0.0,163,0,4,0
0.0,63,0,5,0
0.0,181,0,4,0
0.8232638628794307,2,0,0,1
0.7383878469965884,0,1,1,1
0.0,602,0,5,0
0.0,178,0,4,0
0.0,129,0,4,0
0.8153160933963456,9,1,1,1
0.0,115,0,7,0
0.0,223,0,9,0
0.0,116,0,2,0
0.0,52,0,3,0
0.0,27,1,6,0
0.0,80,0,5,0
0.5087251185882872,1,1,1,1
0.0,165,0,8,0
0.47798073805475044,7,1,1,1
0.0,298,0,5,0
0.0,856,0,3,0
0.0,92,0,7,0
0.0,13,0,2,0
0.0,299,0,3,0
0.0,145,1,3,0
0.0,260,0,2,0
0.0,439,0,6,0
0.0,209,0,5,0
0.0,133,0,4,0
0.0,1065,0,2,0
0.0,24,0,5,0
0.0,94,0,5,0
0.0,44,0,4,0
0.0,3,1,0,1
0.0,173,0,4,0
0.0,92,0,5,0
0.0,172,0,4,0
0.0,100,1,8,1
0.0,495,0,4,0
0.0,67,0,0,0
0.0,888,0,3,0
0.0,27,1,5,0
0.0,289,0,7,0
0.0,201,0,1,0
0.0,26,0,3,0
0.0,50,0,5,0
0.0,66,0,1,0
0.0,329,0,3,0
0.0,536,0,2,0
0.0,27,0,5,0
0.0,639,0,3,0
0.0,404,0,6,1
0.0,30,0,3,0
0.0,134,0,3,0
0.0,228,0,4,0
0.0,530,0,5,0
0.0,53,0,2,0
0.0,39,0,7,0
0.0,213,0,6,1
0.0,420,0,8,0
0.0,62,0,5,0
0.0,190,0,4,0
0.0,44,0,3,0
0.0,18,0,4,0
0.0,854,0,4,0
0.9873772944852562,23,1,0,1
0.0,677,0,3,0
0.0,350,0,8,0
0.0,46,0,3,0
0.0,1,1,0,1
0.0,46,0,4,0
0.0,13,0,0,1
